,Created At,Text,Geo Coordinates.latitude,Geo Coordinates.longitude,User Location,Username,User Screen Name,Retweet Count,Classificacao,Observação,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24
47,Wed Jan 04 18:26:13 +0000 2017,Casos de Covid-19 em Alagoas passam de 7 mil; obitos registrados ja sao 352 https://t.co/kKHOVLuLqY #Covid19 #Coronavi...,,,,AfraniodeAquino,guilhermecorde,0,Negativo,,,,,,,,,,,,,,,,
48,Mon Jan 09 14:36:35 +0000 2017,Casos de Covid-19 em Alagoas passam de 7 mil; obitos registrados ja sao 352 https://t.co/kKHOVLuLqY #Covid19 #Coronavi...,,,,AfraniodeAquino,guilhermecorde,0,Negativo,,,,,,,,,,,,,,,,
49,Sun Jan 08 14:59:07 +0000 2017,Casos de Covid-19 em Alagoas passam de 7 mil; obitos registrados ja sao 352 https://t.co/kKHOVLuLqY #Covid19 #Coronavi...,,,,AfraniodeAquino,guilhermecorde,0,Negativo,,,,,,,,,,,,,,,,
50,Fri Jan 06 20:30:12 +0000 2017,Casos de Covid-19 em Alagoas passam de 7 mil; obitos registrados ja sao 352 https://t.co/kKHOVLuLqY #Covid19 #Coronavi...,,,,AfraniodeAquino,guilhermecorde,0,Negativo,,,,,,,,,,,,,,,,
51,Sat Jan 07 20:34:11 +0000 2017,Casos de Covid-19 em Alagoas passam de 7 mil; obitos registrados ja sao 352 https://t.co/kKHOVLuLqY #Covid19 #Coronavi...,,,,AfraniodeAquino,guilhermecorde,1,Negativo,,,,,,,,,,,,,,,,
52,Mon Jan 09 23:03:18 +0000 2017,Casos de Covid-19 em Alagoas passam de 7 mil; obitos registrados ja sao 352 https://t.co/kKHOVLuLqY #Covid19 #Coronavi...,,,,AfraniodeAquino,guilhermecorde,0,Negativo,,,,,,,,,,,,,,,,
53,Fri Jan 06 10:27:20 +0000 2017,Casos de Covid-19 em Alagoas passam de 7 mil; obitos registrados ja sao 352 https://t.co/kKHOVLuLqY #Covid19 #Coronavi...,,,,AfraniodeAquino,guilhermecorde,0,Negativo,,,,,,,,,,,,,,,,
54,Thu Jan 05 02:09:38 +0000 2017,Casos de Covid-19 em Alagoas passam de 7 mil; obitos registrados ja sao 352 https://t.co/kKHOVLuLqY #Covid19 #Coronavi...,,,,AfraniodeAquino,guilhermecorde,0,Negativo,,,,,,,,,,,,,,,,
55,Sat Jan 07 02:31:06 +0000 2017,Casos de Covid-19 em Alagoas passam de 7 mil; obitos registrados ja sao 352 https://t.co/kKHOVLuLqY #Covid19 #Coronavi...,,,,AfraniodeAquino,guilhermecorde,0,Negativo,,,,,,,,,,,,,,,,
56,Sun Jan 08 00:23:15 +0000 2017,Casos de Covid-19 em Alagoas passam de 7 mil; obitos registrados ja sao 352 https://t.co/kKHOVLuLqY #Covid19 #Coronavi...,,,,AfraniodeAquino,guilhermecorde,0,Negativo,,,,,,,,,,,,,,,,
57,Fri Jan 06 18:51:06 +0000 2017,Casos de Covid-19 em Alagoas passam de 7 mil; obitos registrados ja sao 352 https://t.co/kKHOVLuLqY #Covid19 #Coronavi...,,,,AfraniodeAquino,guilhermecorde,0,Negativo,,,,,,,,,,,,,,,,
58,Sat Jan 07 03:03:10 +0000 2017,Casos de Covid-19 em Alagoas passam de 7 mil; obitos registrados ja sao 352 https://t.co/kKHOVLuLqY #Covid19 #Coronavi...,,,,AfraniodeAquino,guilhermecorde,0,Negativo,,,,,,,,,,,,,,,,
59,Mon Jan 09 18:33:08 +0000 2017,Casos de Covid-19 em Alagoas passam de 7 mil; obitos registrados ja sao 352 https://t.co/kKHOVLuLqY #Covid19 #Coronavi...,,,,AfraniodeAquino,guilhermecorde,0,Negativo,,,,,,,,,,,,,,,,
60,Thu Jan 05 15:14:16 +0000 2017,Casos de Covid-19 em Alagoas passam de 7 mil; obitos registrados ja sao 352 https://t.co/kKHOVLuLqY #Covid19 #Coronavi...,,,,AfraniodeAquino,guilhermecorde,0,Negativo,,,,,,,,,,,,,,,,
61,Mon Jan 09 18:16:46 +0000 2017,Casos de Covid-19 em Alagoas passam de 7 mil; obitos registrados ja sao 352 https://t.co/kKHOVLuLqY #Covid19 #Coronavi...,,,BELO HORIZONTE - BRASIL,AfraniodeAquino,GLOBALIZANTE,0,Negativo,,,,,,,,,,,,,,,,
62,Tue Jan 10 11:06:50 +0000 2017,Casos de Covid-19 em Alagoas passam de 7 mil; obitos registrados ja sao 352 https://t.co/kKHOVLuLqY #Covid19 #Coronavi...,,,Minas Gerais,AfraniodeAquino,brasilmetropole,0,Negativo,,,,,,,,,,,,,,,,
63,Mon Jan 09 19:53:08 +0000 2017,Casos de Covid-19 em Alagoas passam de 7 mil; obitos registrados ja sao 352 https://t.co/kKHOVLuLqY #Covid19 #Coronavi...,,,"Betim, Minas Gerais",AfraniodeAquino,otbetim,0,Negativo,,,,,,,,,,,,,,,,
64,Thu Jan 05 23:20:20 +0000 2017,Casos de Covid-19 em Alagoas passam de 7 mil; obitos registrados ja sao 352 https://t.co/kKHOVLuLqY #Covid19 #Coronavi...,,,"Governador Valadares, Brasil",AfraniodeAquino,YuriLelis2,0,Negativo,,,,,,,,,,,,,,,,
65,Wed Jan 04 21:17:07 +0000 2017,Casos de Covid-19 em Alagoas passam de 7 mil; obitos registrados ja sao 352 https://t.co/kKHOVLuLqY #Covid19 #Coronavi...,,,,AfraniodeAquino,inovadefesa,0,Negativo,,,,,,,,,,,,,,,,
66,Mon Jan 09 22:24:33 +0000 2017,Casos de Covid-19 em Alagoas passam de 7 mil; obitos registrados ja sao 352 https://t.co/kKHOVLuLqY #Covid19 #Coronavi...,,,,AfraniodeAquino,TaNaBoa,0,Negativo,,,,,,,,,,,,,,,,
67,Mon Jan 09 19:00:01 +0000 2017,Casos de Covid-19 em Alagoas passam de 7 mil; obitos registrados ja sao 352 https://t.co/kKHOVLuLqY #Covid19 #Coronavi...,,,Belo Horizonte - Minas Gerais,AfraniodeAquino,EducacaoMinas,0,Negativo,,,,,,,,,,,,,,,,
68,Tue Jan 10 02:52:33 +0000 2017,Casos de Covid-19 em Alagoas passam de 7 mil; obitos registrados ja sao 352 https://t.co/kKHOVLuLqY #Covid19 #Coronavi...,,,"Rio de Janeiro, Brasil",AfraniodeAquino,CanalBatePronto,0,Negativo,,,,,,,,,,,,,,,,
69,Thu Jan 05 14:12:56 +0000 2017,Casos de Covid-19 em Alagoas passam de 7 mil; obitos registrados ja sao 352 https://t.co/kKHOVLuLqY #Covid19 #Coronavi...,,,"Concepción, Chile",AfraniodeAquino,chileanjoker,0,Negativo,,,,,,,,,,,,,,,,
70,Thu Jan 05 17:31:34 +0000 2017,Casos de Covid-19 em Alagoas passam de 7 mil; obitos registrados ja sao 352 https://t.co/kKHOVLuLqY #Covid19 #Coronavi...,,,,AfraniodeAquino,F27607321,0,Negativo,,,,,,,,,,,,,,,,
71,Fri Jan 06 20:45:49 +0000 2017,Casos de Covid-19 em Alagoas passam de 7 mil; obitos registrados ja sao 352 https://t.co/kKHOVLuLqY #Covid19 #Coronavi...,,,,AfraniodeAquino,SteffaniPruden1,0,Negativo,,,,,,,,,,,,,,,,
72,Thu Jan 05 21:45:55 +0000 2017,Casos de Covid-19 em Alagoas passam de 7 mil; obitos registrados ja sao 352 https://t.co/kKHOVLuLqY #Covid19 #Coronavi...,,,,AfraniodeAquino,SteffaniPruden1,0,Negativo,,,,,,,,,,,,,,,,
73,Wed Jan 04 19:46:53 +0000 2017,Casos de Covid-19 em Alagoas passam de 7 mil; obitos registrados ja sao 352 https://t.co/kKHOVLuLqY #Covid19 #Coronavi...,,,,AfraniodeAquino,SteffaniPruden1,0,Negativo,,,,,,,,,,,,,,,,
74,Fri Jan 06 19:30:56 +0000 2017,Casos de Covid-19 em Alagoas passam de 7 mil; obitos registrados ja sao 352 https://t.co/kKHOVLuLqY #Covid19 #Coronavi...,,,,AfraniodeAquino,_juliaschmitt,0,Negativo,,,,,,,,,,,,,,,,
75,Thu Jan 05 17:31:23 +0000 2017,Casos de Covid-19 em Alagoas passam de 7 mil; obitos registrados ja sao 352 https://t.co/kKHOVLuLqY #Covid19 #Coronavi...,,,,AfraniodeAquino,_juliaschmitt,0,Negativo,,,,,,,,,,,,,,,,
76,Wed Jan 04 20:07:54 +0000 2017,Casos de Covid-19 em Alagoas passam de 7 mil; obitos registrados ja sao 352 https://t.co/kKHOVLuLqY #Covid19 #Coronavi...,,,"São Paulo, Brasil",AfraniodeAquino,malditoPT,0,Negativo,,,,,,,,,,,,,,,,
77,Wed Jan 04 21:56:31 +0000 2017,Casos de Covid-19 em Alagoas passam de 7 mil; obitos registrados ja sao 352 https://t.co/kKHOVLuLqY #Covid19 #Coronavi...,,,"São Paulo, Brasil",AfraniodeAquino,malditoPT,0,Negativo,,,,,,,,,,,,,,,,
78,Sat Jan 07 20:53:06 +0000 2017,Casos de Covid-19 em Alagoas passam de 7 mil; obitos registrados ja sao 352 https://t.co/kKHOVLuLqY #Covid19 #Coronavi...,,,Brasil,AfraniodeAquino,todeferias,0,Negativo,,,,,,,,,,,,,,,,
79,Thu Jan 05 19:52:55 +0000 2017,Casos de Covid-19 em Alagoas passam de 7 mil; obitos registrados ja sao 352 https://t.co/kKHOVLuLqY #Covid19 #Coronavi...,,,Brasil,AfraniodeAquino,todeferias,0,Negativo,,,,,,,,,,,,,,,,
80,Wed Jan 04 23:31:02 +0000 2017,Casos de Covid-19 em Alagoas passam de 7 mil; obitos registrados ja sao 352 https://t.co/kKHOVLuLqY #Covid19 #Coronavi...,,,,AfraniodeAquino,Marta01064636,0,Negativo,,,,,,,,,,,,,,,,
81,Mon Jan 09 18:12:36 +0000 2017,Casos de Covid-19 em Alagoas passam de 7 mil; obitos registrados ja sao 352 https://t.co/kKHOVLuLqY #Covid19 #Coronavi...,,,BELO HORIZONTE - BRASIL,AfraniodeAquino,GLOBALIZANTE,0,Negativo,,,,,,,,,,,,,,,,
82,Sat Jan 07 13:24:20 +0000 2017,Casos de Covid-19 em Alagoas passam de 7 mil; obitos registrados ja sao 352 https://t.co/kKHOVLuLqY #Covid19 #Coronavi...,,,"rio de janeiro,tijuca",AfraniodeAquino,bokaaboka,0,Negativo,,,,,,,,,,,,,,,,
83,Mon Jan 09 13:39:06 +0000 2017,Casos de Covid-19 em Alagoas passam de 7 mil; obitos registrados ja sao 352 https://t.co/kKHOVLuLqY #Covid19 #Coronavi...,,,SP,AfraniodeAquino,binderbr,0,Negativo,,,,,,,,,,,,,,,,
84,Thu Jan 05 14:43:03 +0000 2017,Casos de Covid-19 em Alagoas passam de 7 mil; obitos registrados ja sao 352 https://t.co/kKHOVLuLqY #Covid19 #Coronavi...,,,SP,AfraniodeAquino,binderbr,0,Negativo,,,,,,,,,,,,,,,,
85,Thu Jan 05 01:27:08 +0000 2017,Casos de Covid-19 em Alagoas passam de 7 mil; obitos registrados ja sao 352 https://t.co/kKHOVLuLqY #Covid19 #Coronavi...,,,SP,AfraniodeAquino,binderbr,0,Negativo,,,,,,,,,,,,,,,,
86,Mon Jan 09 15:03:40 +0000 2017,Casos de Covid-19 em Alagoas passam de 7 mil; obitos registrados ja sao 352 https://t.co/kKHOVLuLqY #Covid19 #Coronavi...,,,"Belo Horizonte, Brasil",AfraniodeAquino,ReginaldoLopes,1,Negativo,,,,,,,,,,,,,,,,
87,Fri Jan 06 23:20:01 +0000 2017,Casos de Covid-19 em Alagoas passam de 7 mil; obitos registrados ja sao 352 https://t.co/kKHOVLuLqY #Covid19 #Coronavi...,,,Belo Horizonte,AfraniodeAquino,em_com,1,Negativo,,,,,,,,,,,,,,,,
88,Fri Jan 06 23:05:01 +0000 2017,Casos de Covid-19 em Alagoas passam de 7 mil; obitos registrados ja sao 352 https://t.co/kKHOVLuLqY #Covid19 #Coronavi...,,,Belo Horizonte,AfraniodeAquino,portaluai,1,Negativo,,,,,,,,,,,,,,,,
89,Thu Jan 05 17:48:20 +0000 2017,Casos de Covid-19 em Alagoas passam de 7 mil; obitos registrados ja sao 352 https://t.co/kKHOVLuLqY #Covid19 #Coronavi...,,,Germany / Europe,AfraniodeAquino,pharma_global,0,Negativo,,,,,,,,,,,,,,,,
90,Wed Jan 04 19:38:12 +0000 2017,Casos de Covid-19 em Alagoas passam de 7 mil; obitos registrados ja sao 352 https://t.co/kKHOVLuLqY #Covid19 #Coronavi...,,,https://goo.gl/g8V92v,AfraniodeAquino,comerciofast,0,Negativo,,,,,,,,,,,,,,,,
91,Fri Jan 06 19:09:42 +0000 2017,Casos de Covid-19 em Alagoas passam de 7 mil; obitos registrados ja sao 352 https://t.co/kKHOVLuLqY #Covid19 #Coronavi...,,,https://goo.gl/g8V92v,AfraniodeAquino,comerciofast,0,Negativo,,,,,,,,,,,,,,,,
92,Sun Jan 08 04:54:18 +0000 2017,Casos de Covid-19 em Alagoas passam de 7 mil; obitos registrados ja sao 352 https://t.co/kKHOVLuLqY #Covid19 #Coronavi...,,,https://goo.gl/g8V92v,AfraniodeAquino,comerciofast,0,Negativo,,,,,,,,,,,,,,,,
93,Thu Jan 05 20:24:35 +0000 2017,Casos de Covid-19 em Alagoas passam de 7 mil; obitos registrados ja sao 352 https://t.co/kKHOVLuLqY #Covid19 #Coronavi...,,,"Varginha, Brasil",AfraniodeAquino,renanlenzivga,0,Negativo,,,,,,,,,,,,,,,,
94,Mon Jan 09 12:00:44 +0000 2017,Casos de Covid-19 em Alagoas passam de 7 mil; obitos registrados ja sao 352 https://t.co/kKHOVLuLqY #Covid19 #Coronavi...,,,"Varginha, Brasil",AfraniodeAquino,renanlenzivga,0,Negativo,,,,,,,,,,,,,,,,
95,Thu Jan 05 10:16:54 +0000 2017,Casos de Covid-19 em Alagoas passam de 7 mil; obitos registrados ja sao 352 https://t.co/kKHOVLuLqY #Covid19 #Coronavi...,,,"Varginha, Brasil",AfraniodeAquino,renanlenzivga,0,Negativo,,,,,,,,,,,,,,,,
96,Tue Jan 10 01:33:13 +0000 2017,Casos de Covid-19 em Alagoas passam de 7 mil; obitos registrados ja sao 352 https://t.co/kKHOVLuLqY #Covid19 #Coronavi...,,,"Recife, Brasil",AfraniodeAquino,gabrgaz_beta,2,Negativo,,,,,,,,,,,,,,,,
97,Wed Jan 04 19:24:29 +0000 2017,Casos de Covid-19 em Alagoas passam de 7 mil; obitos registrados ja sao 352 https://t.co/kKHOVLuLqY #Covid19 #Coronavi...,,,"Recife, Brasil",AfraniodeAquino,gabrgaz_beta,1,Negativo,,,,,,,,,,,,,,,,
98,Thu Jan 05 12:49:15 +0000 2017,Casos de Covid-19 em Alagoas passam de 7 mil; obitos registrados ja sao 352 https://t.co/kKHOVLuLqY #Covid19 #Coronavi...,,,"Recife, Brasil",AfraniodeAquino,gabrgaz_beta,1,Negativo,,,,,,,,,,,,,,,,
